source;target;weight
16;37;23.17
16;44;92.65
16;46;31.89
16;48;74.49
16;59;9.45
16;67;92.26
16;69;44.81
16;71;38.61
16;72;16.67
16;77;92.56
16;79;8.31
16;85;33.54
16;86;82.67
16;98;94.04
17;1;65.98
17;2;89.10
17;4;72.71
17;6;22.53
17;8;95.41
17;9;73.14
17;10;78.38
17;14;92.75
17;16;19.69
17;24;16.88
17;28;1.61
17;36;5.80
17;37;53.33
17;39;19.64
17;41;73.00
17;45;73.03
17;46;21.20
17;47;63.17
17;49;57.81
17;53;23.37
17;54;95.38
17;59;10.23
17;60;54.73
17;61;19.01
17;64;76.91
17;77;4.76
17;79;61.44
17;85;22.59
17;99;30.49
18;14;44.85
18;26;71.12
18;37;88.06
18;39;17.12
18;42;53.81
18;44;30.02
18;47;65.83
18;54;80.68
18;55;53.49
18;56;32.86
18;58;32.18
18;59;32.64
18;63;2.50
18;64;15.92
18;66;18.51
18;68;16.93
18;70;82.09
18;73;76.94
18;74;85.56
18;80;42.78
18;82;50.77
18;89;8.56
18;90;92.31
18;98;88.58
18;99;66.88
19;1;4.59
19;8;13.55
19;15;55.29
19;23;8.56
19;25;20.30
19;27;8.90
19;32;77.30
19;34;13.41
19;36;26.91
19;39;26.43
19;42;94.27
19;45;68.73
19;46;86.38
19;49;1.57
19;50;70.25
19;51;65.31
19;54;66.17
19;55;96.00
19;57;43.70
19;60;67.71
19;64;96.91
19;67;33.16
19;70;67.48
19;74;40.02
19;75;48.56
19;76;41.02
19;79;23.25
19;82;97.22
19;88;63.08
19;94;75.18
19;95;24.08
20;0;46.07
20;1;13.66
20;4;79.90
20;6;56.04
20;9;8.79
20;11;23.00
20;12;99.31
20;13;97.63
20;16;34.88
20;27;81.49
20;32;8.17
20;33;60.34
20;34;71.64
20;35;84.95
20;39;24.64
20;44;81.06
20;47;84.13
20;51;4.77
20;58;11.69
20;62;42.97
20;65;87.09
20;71;28.33
20;73;88.87
20;75;93.83
20;84;37.74
20;86;82.15
20;87;51.65
20;94;86.57
20;95;86.46
20;99;3.79
21;3;12.43
21;4;26.23
21;5;47.26
21;11;85.05
21;13;76.33
21;26;77.64
21;28;94.29
21;31;15.09
21;35;50.63
21;37;99.60
21;39;12.28
21;40;53.97
21;42;14.07
21;50;45.55
21;54;12.70
21;58;11.83
21;59;35.04
21;62;58.68
21;74;71.14
21;78;97.99
21;81;45.55
21;82;30.00
21;84;90.34
21;87;31.00
21;92;7.43
21;99;26.06
22;4;88.66
22;7;46.48
22;12;59.53
22;16;38.38
22;23;94.10
22;30;93.49
22;31;72.65
22;33;9.97
22;34;65.51
22;39;84.84
22;40;74.18
22;43;49.98
22;56;69.65
22;58;65.64
22;60;16.26
22;64;94.31
22;72;62.48
22;77;19.19
22;81;14.78
22;85;63.56
22;86;22.81
22;89;50.24
22;93;91.42
23;6;77.48
23;7;10.36
23;10;97.73
23;11;75.95
23;19;8.56
23;22;94.10
23;26;38.85
23;33;32.09
23;34;64.01
23;35;9.86
23;36;76.37
23;37;64.79
23;53;12.52
23;54;32.13
23;61;46.89
23;62;78.20
23;63;58.84
23;74;88.41
23;75;96.39
23;84;22.33
23;85;84.08
23;87;18.79
23;89;50.06
23;91;33.15
23;92;66.09
23;96;13.49
23;98;59.44
24;1;14.04
24;3;46.55
24;10;83.94
24;16;24.76
24;17;16.88
24;25;97.72
24;28;97.02
24;31;75.83
24;32;12.22
24;33;12.32
24;34;29.66
24;36;57.28
24;37;9.91
24;42;98.56
24;43;8.78
24;44;17.86
24;48;11.70
24;50;14.85
24;53;46.93
24;56;46.01
24;57;56.12
24;60;52.66
24;65;35.74
24;66;17.54
24;67;23.13
24;68;71.47
24;73;20.32
24;77;93.27
24;82;2.75
24;84;52.07
24;85;28.53
24;86;2.96
24;87;33.27
24;89;47.71
24;90;62.41
24;95;75.43
24;97;66.36
24;98;79.13
25;3;73.16
25;4;53.63
25;9;17.80
25;10;29.91
25;13;82.90
25;19;20.30
25;24;97.72
25;27;54.42
25;35;55.10
25;36;96.37
25;38;83.78
25;39;70.26
25;42;85.34
25;49;62.84
25;52;65.59
25;54;4.26
25;57;4.06
25;61;33.74
25;63;55.54
25;66;20.35
25;67;90.66
25;69;32.56
25;71;16.45
25;73;47.72
25;85;26.99
25;87;35.89
25;90;42.30
25;94;48.19
26;4;52.74
26;7;85.86
26;11;55.29
26;12;69.94
26;13;53.94
26;15;5.55
26;16;4.89
26;18;71.12
26;21;77.64
26;23;38.85
26;31;82.65
26;38;81.70
26;42;31.15
26;43;70.39
26;46;61.85
26;50;78.30
26;52;4.75
26;55;77.59
26;59;57.54
26;60;3.24
26;61;33.50
26;64;19.93
26;72;31.29
26;75;11.16
26;81;92.82
26;90;65.20
26;91;20.39
26;92;33.35
26;93;29.36
26;95;6.06
26;99;79.35
27;3;38.77
27;5;48.02
27;6;78.57
27;11;8.25
27;13;57.05
27;14;10.02
27;16;31.37
27;19;8.90
27;20;81.49
27;25;54.42
27;29;83.20
27;30;83.19
27;33;34.79
27;42;37.82
27;43;91.11
27;46;47.83
27;48;72.65
27;49;79.54
27;51;45.88
27;59;14.17
27;60;32.04
27;68;33.05
27;69;88.60
27;70;7.69
27;80;25.14
27;86;67.77
27;90;19.73
27;91;96.96
27;97;57.59
28;0;36.02
28;2;23.25
28;8;50.14
28;10;19.64
28;13;30.02
28;15;34.65
28;17;1.61
28;21;94.29
28;24;97.02
28;30;28.63
28;34;31.58
28;39;60.51
28;47;30.44
28;50;41.81
28;51;90.04
28;54;19.84
28;56;73.90
28;64;75.71
28;65;7.50
28;67;85.90
28;69;15.04
28;71;61.67
28;77;75.57
28;80;78.54
28;82;76.88
28;84;70.04
28;85;24.85
28;91;79.90
28;92;74.44
28;94;89.93
28;95;88.15
29;5;68.51
29;9;37.85
29;10;64.65
29;13;98.05
29;14;13.71
29;15;59.99
29;27;83.20
29;32;31.74
29;34;12.14
29;37;79.38
29;38;45.36
29;42;96.44
29;49;37.54
29;52;2.32
29;55;28.76
29;56;3.17
29;57;70.01
29;60;39.42
29;64;72.60
29;65;46.55
29;66;85.11
29;69;75.85
29;72;56.26
29;77;62.57
29;82;33.98
29;84;43.36
29;92;93.16
29;95;10.78
29;98;26.12
30;0;21.47
30;8;52.99
30;22;93.49
30;27;83.19
30;28;28.63
30;33;3.55
30;34;80.37
30;37;13.30
30;39;8.09
30;40;96.85
30;42;26.39
30;47;49.18
30;49;29.23
30;50;53.33
30;52;74.21
30;53;28.54
30;56;36.45
30;59;32.44
30;64;31.16
30;67;53.48
30;69;79.38
30;70;5.96
30;77;21.23
30;80;43.72
30;83;2.84
30;85;6.84
30;89;42.82
30;91;72.10
30;92;4.82
30;96;70.81
30;99;76.91
31;3;48.42
31;4;5.94
31;5;60.47
31;7;4.50
31;12;28.99
31;15;21.35
31;21;15.09
31;22;72.65
31;24;75.83
31;26;82.65
31;32;66.01
31;35;69.81
31;36;58.28
31;37;32.32
31;39;61.08
31;43;24.30
31;44;67.56
31;47;80.98
31;52;93.98
31;59;1.33
31;60;97.92
31;61;9.70
31;64;4.90
31;68;84.66
31;69;48.63
31;73;78.73
31;80;19.10
31;83;82.29
31;84;5.08
31;85;43.23
31;86;61.62
31;90;42.65
31;91;71.38
31;93;45.86
31;97;3.67
32;1;61.12
32;5;90.46
32;6;79.70
32;8;43.82
32;15;70.56
32;19;77.30
32;20;8.17
32;24;12.22
32;29;31.74
32;31;66.01
32;39;36.40
32;40;91.24
32;44;47.68
32;45;25.45
32;51;80.96
32;54;33.37
32;57;30.50
32;76;69.21
32;78;78.18
32;80;9.24
32;82;79.33
32;86;29.24
32;88;27.02
32;95;21.98
33;3;6.29
33;8;29.42
33;12;3.60
33;16;70.10
33;20;60.34
33;22;9.97
33;23;32.09
33;24;12.32
33;27;34.79
33;30;3.55
33;44;14.19
33;45;28.65
33;46;6.40
33;49;49.40
33;51;84.66
33;53;63.77
33;55;72.89
33;57;6.70
33;59;51.33
33;64;38.86
33;65;93.42
33;67;51.52
33;71;63.86
33;77;40.55
33;80;32.63
33;87;17.84
34;3;2.46
34;4;41.96
34;6;48.93
34;19;13.41
34;20;71.64
34;22;65.51
34;23;64.01
34;24;29.66
34;28;31.58
34;29;12.14
34;30;80.37
34;41;66.92
34;44;62.18
34;54;17.75
34;56;61.31
34;62;91.11
34;63;30.44
34;66;4.71
34;69;25.60
34;71;89.99
34;73;75.98
34;76;18.17
34;78;76.67
34;79;43.58
34;88;56.40
34;93;9.97
34;97;5.34
35;0;42.93
35;4;98.87
35;6;70.23
35;10;59.17
35;14;64.84
35;15;88.62
35;16;56.53
35;20;84.95
35;21;50.63
35;23;9.86
35;25;55.10
35;31;69.81
35;39;51.19
35;40;4.47
35;43;84.76
35;44;27.35
35;47;62.37
35;50;42.24
35;51;33.55
35;54;66.80
35;57;68.67
35;60;45.01
35;62;54.49
35;63;76.03
35;64;50.61
35;70;97.29
35;72;80.29
35;81;43.61
35;82;12.72
35;83;14.09
35;84;26.76
35;90;78.29
36;1;74.09
36;5;25.34
36;6;31.93
36;10;69.36
36;16;66.56
36;17;5.80
36;19;26.91
36;23;76.37
36;24;57.28
36;25;96.37
36;31;58.28
36;39;48.40
36;41;81.50
36;42;54.22
36;47;34.06
36;52;55.21
36;54;14.16
36;58;97.04
36;69;59.93
36;70;45.11
36;71;37.47
36;76;69.64
36;77;11.88
36;79;70.13
36;87;86.27
36;88;1.59
36;91;15.01
36;96;57.33
37;0;35.10
37;3;60.68
37;5;75.70
37;6;10.12
37;9;72.34
37;11;74.67
37;13;35.79
37;16;23.17
37;17;53.33
37;18;88.06
37;21;99.60
37;23;64.79
37;24;9.91
37;29;79.38
37;30;13.30
37;31;32.32
37;39;76.51
37;51;31.87
37;62;88.28
37;76;72.60
37;78;29.83
37;79;40.91
37;84;5.51
37;86;47.98
37;91;67.50
37;94;1.04
37;98;60.09
38;0;11.54
38;3;77.30
38;9;60.15
38;14;40.24
38;15;34.87
38;25;83.78
38;26;81.70
38;29;45.36
38;41;94.32
38;45;66.45
38;47;44.36
38;48;64.22
38;66;7.28
38;70;54.74
38;71;63.92
38;74;23.61
38;75;88.28
38;81;6.78
38;95;99.61
38;96;5.55
38;97;36.43
38;98;69.73
39;6;32.40
39;11;27.73
39;17;19.64
39;18;17.12
39;19;26.43
39;20;24.64
39;21;12.28
39;22;84.84
39;25;70.26
39;28;60.51
39;30;8.09
39;31;61.08
39;32;36.40
39;35;51.19
39;36;48.40
39;37;76.51
39;44;76.39
39;48;68.79
39;50;9.18
39;56;16.84
39;70;28.54
39;74;55.88
39;75;61.02
39;77;97.74
39;84;60.39
39;87;38.15
39;90;80.47
39;95;68.07
40;0;64.98
40;2;98.01
40;5;89.86
40;11;43.83
40;14;25.83
40;15;31.05
40;21;53.97
40;22;74.18
40;30;96.85
40;32;91.24
40;35;4.47
40;41;14.15
40;42;80.73
40;43;57.63
40;45;4.51
40;54;26.13
40;55;41.08
40;56;97.63
40;69;89.14
40;77;91.07
40;78;88.29
40;81;8.28
40;86;12.29
40;89;68.57
40;97;88.83
40;98;86.39
40;99;18.55
41;2;41.68
41;12;54.50
41;14;33.89
41;17;73.00
41;34;66.92
41;36;81.50
41;38;94.32
41;40;14.15
41;44;26.50
41;48;95.33
41;52;19.94
41;54;13.66
41;56;53.40
41;58;75.67
41;60;25.79
41;62;77.29
41;63;13.75
41;68;58.14
41;73;73.99
41;75;78.12
41;82;18.79
41;84;17.92
41;86;15.63
41;92;59.43
42;3;58.63
42;13;5.09
42;14;97.76
42;18;53.81
42;19;94.27
42;21;14.07
42;24;98.56
42;25;85.34
42;26;31.15
42;27;37.82
42;29;96.44
42;30;26.39
42;36;54.22
42;40;80.73
42;44;6.03
42;46;99.29
42;49;4.73
42;51;96.01
42;53;17.01
42;55;60.06
42;61;38.42
42;67;59.74
42;68;68.94
42;69;9.92
42;71;70.25
42;78;54.10
42;79;89.80
42;80;6.37
42;93;38.08
42;94;20.94
42;97;1.89
42;99;46.74
43;1;20.94
43;6;67.98
43;7;31.44
43;12;1.71
43;13;99.52
43;22;49.98
43;24;8.78
43;26;70.39
43;27;91.11
43;31;24.30
43;35;84.76
43;40;57.63
43;44;58.99
43;51;34.27
43;57;99.77
43;60;74.41
43;61;62.65
43;62;20.44
43;70;44.76
43;71;81.48
43;74;14.18
43;75;57.96
43;76;47.11
43;79;33.39
43;80;98.99
43;85;29.91
43;89;16.16
43;92;97.90
44;4;43.70
44;8;16.94
44;11;47.14
44;12;48.93
44;16;92.65
44;18;30.02
44;20;81.06
44;24;17.86
44;31;67.56
44;32;47.68
44;33;14.19
44;34;62.18
44;35;27.35
44;39;76.39
44;41;26.50
44;42;6.03
44;43;58.99
44;45;14.73
44;46;70.76
44;47;21.11
44;50;58.70
44;53;55.76
44;55;71.22
44;62;64.12
44;65;64.57
44;69;83.08
44;70;98.51
44;72;34.71
44;73;39.86
44;75;22.45
44;76;38.03
44;81;44.54
44;82;15.05
44;87;46.78
44;88;19.01
44;90;51.75
44;91;16.85
44;95;96.23
44;97;17.08
45;1;19.15
45;4;39.34
45;7;7.10
45;11;38.00
45;12;10.99
45;14;76.74
45;17;73.03
45;19;68.73
45;32;25.45
45;33;28.65
45;38;66.45
45;40;4.51
45;44;14.73
45;48;16.07
45;49;82.23
45;50;90.42
45;52;65.12
45;63;8.66
45;66;44.61
45;69;42.97
45;75;33.17
45;76;27.95
45;77;51.15
45;79;98.20
45;81;5.70
45;84;45.40
45;88;20.01
45;89;55.58
45;90;69.82
46;1;50.09
46;2;31.39
46;7;19.71
46;9;70.06
46;11;74.82
46;13;19.01
46;15;99.34
46;16;31.89
46;17;21.20
46;19;86.38
46;26;61.85
46;27;47.83
46;33;6.40
46;42;99.29
46;44;70.76
46;48;88.79
46;49;44.11
46;50;25.03
46;53;96.26
46;54;10.05
46;56;96.76
46;57;19.93
46;60;92.56
46;62;73.89
46;68;43.29
46;69;41.10
46;72;34.59
46;75;66.45
46;80;81.91
46;81;53.27
46;89;25.74
46;91;92.76
46;92;47.26
46;93;8.65
46;97;80.80
46;98;26.30
47;0;34.82
47;4;13.05
47;10;77.53
47;11;11.65
47;12;59.87
47;13;97.32
47;14;86.17
47;15;4.94
47;17;63.17
47;18;65.83
47;20;84.13
47;28;30.44
47;30;49.18
47;31;80.98
47;35;62.37
47;36;34.06
47;38;44.36
47;44;21.11
47;49;26.14
47;51;21.77
47;53;30.11
47;54;75.79
47;57;56.09
47;59;9.55
47;64;41.56
47;66;50.08
47;67;83.32
47;71;2.71
47;73;89.78
47;75;24.12
47;77;87.13
47;79;32.01
47;80;12.80
47;85;39.29
47;91;53.40
47;93;69.45
47;94;90.52
47;95;72.57
47;96;59.23
47;98;30.03
47;99;48.70
48;2;60.08
48;4;18.04
48;5;98.96
48;11;92.21
48;13;72.32
48;16;74.49
48;24;11.70
48;27;72.65
48;38;64.22
48;39;68.79
48;41;95.33
48;45;16.07
48;46;88.79
48;51;14.28
48;57;14.52
48;61;49.77
48;63;52.73
48;65;98.49
48;73;79.72
48;74;56.57
48;75;68.12
48;78;41.83
48;87;50.28
48;94;79.89
48;96;39.73
48;99;76.52
49;4;44.94
49;7;32.41
49;10;23.41
49;17;57.81
49;19;1.57
49;25;62.84
49;27;79.54
49;29;37.54
49;30;29.23
49;33;49.40
49;42;4.73
49;45;82.23
49;46;44.11
49;47;26.14
49;51;77.57
49;53;25.62
49;55;96.10
49;56;33.50
49;61;35.89
49;65;53.83
49;67;3.18
49;73;9.86
49;74;61.88
49;81;57.23
49;86;53.45
49;87;54.65
49;89;40.84
49;96;27.47
49;98;48.91
50;1;25.34
50;6;85.46
50;14;24.18
50;15;57.28
50;19;70.25
50;21;45.55
50;24;14.85
50;26;78.30
50;28;41.81
50;30;53.33
50;35;42.24
50;39;9.18
50;44;58.70
50;45;90.42
50;46;25.03
50;66;59.30
50;69;40.08
50;70;24.64
50;72;14.51
50;84;92.10
50;87;13.74
50;88;11.79
50;91;62.66
50;92;92.28
50;94;99.10
50;97;67.09
50;99;33.95
51;0;2.72
51;1;3.68
51;4;35.46
51;7;87.91
51;8;58.99
51;10;61.99
51;19;65.31
51;20;4.77
51;27;45.88
51;28;90.04
51;32;80.96
51;33;84.66
51;35;33.55
51;37;31.87
51;42;96.01
51;43;34.27
51;47;21.77
51;48;14.28
51;49;77.57
51;52;10.24
51;53;76.33
51;54;54.97
51;57;66.94
51;60;97.50
51;70;94.68
51;74;30.85
51;75;51.76
51;79;33.45
51;80;20.50
51;81;83.29
51;84;98.66
51;91;76.65
51;97;95.22
52;2;23.95
52;3;69.92
52;4;83.50
52;6;97.81
52;7;47.78
52;10;9.96
52;25;65.59
52;26;4.75
52;29;2.32
52;30;74.21
52;31;93.98
52;36;55.21
52;41;19.94
52;45;65.12
52;51;10.24
52;60;24.07
52;62;78.84
52;63;11.48
52;66;1.44
52;68;86.22
52;69;22.88
52;71;42.50
52;74;69.57
52;79;61.76
52;82;75.66
52;87;22.25
52;93;29.13
52;97;65.68
52;98;87.35
53;1;29.64
53;3;12.27
53;6;19.21
53;13;68.31
53;14;61.73
53;17;23.37
53;23;12.52
53;24;46.93
53;30;28.54
53;33;63.77
53;42;17.01
53;44;55.76
53;46;96.26
53;47;30.11
53;49;25.62
53;51;76.33
53;64;51.73
53;65;7.05
53;67;44.44
53;69;37.27
53;75;12.59
53;76;48.20
53;78;63.50
53;81;42.57
53;82;24.19
53;87;36.87
53;89;1.23
53;92;45.54
53;95;9.25
53;97;28.51
53;98;41.06
53;99;62.52
54;0;68.15
54;7;17.58
54;17;95.38
54;18;80.68
54;19;66.17
54;21;12.70
54;23;32.13
54;25;4.26
54;28;19.84
54;32;33.37
54;34;17.75
54;35;66.80
54;36;14.16
54;40;26.13
54;41;13.66
54;46;10.05
54;47;75.79
54;51;54.97
54;69;71.58
54;74;50.16
54;77;84.63
54;79;64.39
54;80;51.34
54;83;16.81
54;87;88.91
54;92;36.67
55;2;38.18
55;9;83.75
55;12;88.16
55;15;46.61
55;18;53.49
55;19;96.00
55;26;77.59
55;29;28.76
55;33;72.89
55;40;41.08
55;42;60.06
55;44;71.22
55;49;96.10
55;56;90.96
55;64;64.49
55;67;4.53
55;71;14.08
55;72;48.06
55;73;20.45
55;80;42.78
55;81;18.06
55;89;64.93
55;91;2.13
55;97;62.48
56;1;91.23
56;3;67.33
56;7;30.98
56;8;83.21
56;10;60.11
56;11;76.66
56;14;47.23
56;18;32.86
56;22;69.65
56;24;46.01
56;28;73.90
56;29;3.17
56;30;36.45
56;34;61.31
56;39;16.84
56;40;97.63
56;41;53.40
56;46;96.76
56;49;33.50
56;55;90.96
56;60;49.94
56;63;86.13
56;64;72.46
56;65;31.62
56;69;99.69
56;70;54.99
56;77;79.12
56;81;36.78
56;82;57.85
56;84;44.04
56;93;14.96
56;96;2.54
56;99;47.90
57;1;11.29
57;3;82.94
57;4;62.68
57;8;62.77
57;11;61.77
57;14;67.78
57;15;39.48
57;19;43.70
57;24;56.12
57;25;4.06
57;29;70.01
57;32;30.50
57;33;6.70
57;35;68.67
57;43;99.77
57;46;19.93
57;47;56.09
57;48;14.52
57;51;66.94
57;59;72.16
57;62;63.28
57;70;7.36
57;74;95.88
57;76;9.74
57;80;69.16
57;81;64.99
57;99;10.99
58;3;27.09
58;7;82.51
58;10;90.92
58;18;32.18
58;20;11.69
58;21;11.83
58;22;65.64
58;36;97.04
58;41;75.67
58;59;35.49
58;62;31.18
58;66;99.59
58;67;50.93
58;75;25.24
58;76;75.64
58;84;12.44
58;86;66.04
58;95;27.23
58;98;24.17
58;99;96.10
59;2;22.74
59;16;9.45
59;17;10.23
59;18;32.64
59;21;35.04
59;26;57.54
59;27;14.17
59;30;32.44
59;31;1.33
59;33;51.33
59;47;9.55
59;57;72.16
59;58;35.49
59;66;75.58
59;71;41.31
59;72;6.57
59;79;57.16
59;84;9.07
59;89;69.83
59;90;68.68
59;91;81.50
59;93;36.06
59;94;84.39
60;2;56.11
60;5;13.80
60;6;81.78
60;11;97.47
60;14;32.38
60;17;54.73
